,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Queen,Bohemian Rhapsody,0.397,0.386,0,-10.405,0,0.0503,0.271,0.0,0.188,0.21,144.242,audio_features,6l8GvAyoUZwWDgF1e4822w,spotify:track:6l8GvAyoUZwWDgF1e4822w,https://api.spotify.com/v1/tracks/6l8GvAyoUZwWDgF1e4822w,https://api.spotify.com/v1/audio-analysis/6l8GvAyoUZwWDgF1e4822w,355400,4
1,Danny Vera,Roller Coaster,0.401,0.383,9,-10.048,1,0.0279,0.51,0.0078,0.121,0.285,96.957,audio_features,5B5YKjgne3TZzNpMsN9aj1,spotify:track:5B5YKjgne3TZzNpMsN9aj1,https://api.spotify.com/v1/tracks/5B5YKjgne3TZzNpMsN9aj1,https://api.spotify.com/v1/audio-analysis/5B5YKjgne3TZzNpMsN9aj1,269986,4
2,Eagles,Hotel California,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,391376,4
3,Billy Joel,Piano Man,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,audio_features,70C4NyhjD5OZUMzvWZ3njJ,spotify:track:70C4NyhjD5OZUMzvWZ3njJ,https://api.spotify.com/v1/tracks/70C4NyhjD5OZUMzvWZ3njJ,https://api.spotify.com/v1/audio-analysis/70C4NyhjD5OZUMzvWZ3njJ,339000,3
4,Coldplay,Fix You,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,audio_features,7LVHVU3tWfcxj5aiPFEW4Q,spotify:track:7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/tracks/7LVHVU3tWfcxj5aiPFEW4Q,https://api.spotify.com/v1/audio-analysis/7LVHVU3tWfcxj5aiPFEW4Q,295533,4
5,Led Zeppelin,Stairway To Heaven,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,5CQ30WqJwcep0pYcV4AMNc,spotify:track:5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4
6,Pearl Jam,Black,0.36,0.684,4,-6.457,0,0.0308,0.323,0.0,0.34,0.2,77.15,audio_features,5Xak5fmy089t0FYmh3VJiY,spotify:track:5Xak5fmy089t0FYmh3VJiY,https://api.spotify.com/v1/tracks/5Xak5fmy089t0FYmh3VJiY,https://api.spotify.com/v1/audio-analysis/5Xak5fmy089t0FYmh3VJiY,342653,4
7,Boudewijn de Groot,Avond,0.479,0.365,0,-15.278,1,0.041,0.657,0.000544,0.12,0.166,98.183,audio_features,5Gc1NPkUBjkARUkH1Giwvh,spotify:track:5Gc1NPkUBjkARUkH1Giwvh,https://api.spotify.com/v1/tracks/5Gc1NPkUBjkARUkH1Giwvh,https://api.spotify.com/v1/audio-analysis/5Gc1NPkUBjkARUkH1Giwvh,276560,4
8,Metallica,Nothing Else Matters (Albumversie),0.547,0.394,4,-9.793,0,0.0262,0.0522,6.4e-06,0.0795,0.17,142.37,audio_features,2CtemffYhT0DJWcT1XW047,spotify:track:2CtemffYhT0DJWcT1XW047,https://api.spotify.com/v1/tracks/2CtemffYhT0DJWcT1XW047,https://api.spotify.com/v1/audio-analysis/2CtemffYhT0DJWcT1XW047,388733,3
9,Queen,Love Of My Life,0.331,0.183,5,-11.63,1,0.0287,0.936,9.07e-06,0.115,0.26,79.195,audio_features,790YJcgHlN3SaosQCHlWzn,spotify:track:790YJcgHlN3SaosQCHlWzn,https://api.spotify.com/v1/tracks/790YJcgHlN3SaosQCHlWzn,https://api.spotify.com/v1/audio-analysis/790YJcgHlN3SaosQCHlWzn,217400,4
10,Pink Floyd,Wish You Were Here,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,audio_features,6mFkJmJqdDVQ1REhVfGgd1,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/tracks/6mFkJmJqdDVQ1REhVfGgd1,https://api.spotify.com/v1/audio-analysis/6mFkJmJqdDVQ1REhVfGgd1,334744,4
11,Dire Straits,Brothers In Arms (Albumversie),0.22,0.44,8,-9.456,0,0.0352,0.503,0.862,0.12,0.13,79.095,audio_features,26tWBbtjvgi0tipRL2VQ2X,spotify:track:26tWBbtjvgi0tipRL2VQ2X,https://api.spotify.com/v1/tracks/26tWBbtjvgi0tipRL2VQ2X,https://api.spotify.com/v1/audio-analysis/26tWBbtjvgi0tipRL2VQ2X,419400,4
12,Golden Earring,Radar Love (Albumversie),0.503,0.468,1,-16.829,0,0.0374,0.0256,0.00134,0.0842,0.215,102.451,audio_features,20aASiwfsbiLlaJxLiC0PQ,spotify:track:20aASiwfsbiLlaJxLiC0PQ,https://api.spotify.com/v1/tracks/20aASiwfsbiLlaJxLiC0PQ,https://api.spotify.com/v1/audio-analysis/20aASiwfsbiLlaJxLiC0PQ,385893,4
13,Pink Floyd,Comfortably Numb (Albumversie),0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,audio_features,5HNCy40Ni5BZJFw1TKzRsC,spotify:track:5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/tracks/5HNCy40Ni5BZJFw1TKzRsC,https://api.spotify.com/v1/audio-analysis/5HNCy40Ni5BZJFw1TKzRsC,382297,4
14,Guns N' Roses,November Rain,0.294,0.641,11,-9.316,1,0.0291,0.0163,0.22,0.112,0.226,79.759,audio_features,3YRCqOhFifThpSRFJ1VWFM,spotify:track:3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/tracks/3YRCqOhFifThpSRFJ1VWFM,https://api.spotify.com/v1/audio-analysis/3YRCqOhFifThpSRFJ1VWFM,536067,4
15,Disturbed,The Sound Of Silence,0.322,0.28,6,-9.367,0,0.0281,0.468,1.1e-06,0.102,0.175,85.794,audio_features,1Cj2vqUwlJVG27gJrun92y,spotify:track:1Cj2vqUwlJVG27gJrun92y,https://api.spotify.com/v1/tracks/1Cj2vqUwlJVG27gJrun92y,https://api.spotify.com/v1/audio-analysis/1Cj2vqUwlJVG27gJrun92y,248467,4
16,Deep Purple,Child In Time (Albumversie),0.338,0.461,9,-10.74,0,0.0396,0.17,0.564,0.0927,0.351,126.698,audio_features,5TrfusgKC1BYic5LaWCoKm,spotify:track:5TrfusgKC1BYic5LaWCoKm,https://api.spotify.com/v1/tracks/5TrfusgKC1BYic5LaWCoKm,https://api.spotify.com/v1/audio-analysis/5TrfusgKC1BYic5LaWCoKm,620373,4
17,DI-RECT,Soldier On,0.353,0.443,3,-7.561,1,0.0284,0.84,0.0,0.105,0.225,179.954,audio_features,5U9iJk3ONTlZCSJrokOP1i,spotify:track:5U9iJk3ONTlZCSJrokOP1i,https://api.spotify.com/v1/tracks/5U9iJk3ONTlZCSJrokOP1i,https://api.spotify.com/v1/audio-analysis/5U9iJk3ONTlZCSJrokOP1i,207854,4
18,Prince & The Revolution,Purple Rain (Albumversie),0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,audio_features,54X78diSLoUDI3joC2bjMz,spotify:track:54X78diSLoUDI3joC2bjMz,https://api.spotify.com/v1/tracks/54X78diSLoUDI3joC2bjMz,https://api.spotify.com/v1/audio-analysis/54X78diSLoUDI3joC2bjMz,520787,4
19,Dire Straits,Sultans Of Swing,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,audio_features,6cr6UDpkjEaMQ80OjWqEBQ,spotify:track:6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/tracks/6cr6UDpkjEaMQ80OjWqEBQ,https://api.spotify.com/v1/audio-analysis/6cr6UDpkjEaMQ80OjWqEBQ,350400,4
20,Toto,Africa (Albumversie),0.671,0.373,9,-18.064,1,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,audio_features,2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,295893,4
21,Coldplay,Viva La Vida,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,audio_features,1mea3bSkSGXuIRvnydlB5b,spotify:track:1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/audio-analysis/1mea3bSkSGXuIRvnydlB5b,242373,4
22,Bruce Springsteen,The River,0.587,0.536,7,-11.248,1,0.0304,0.179,2.75e-05,0.305,0.59,117.498,audio_features,7HrzErXq3TsKOY1gmdIShB,spotify:track:7HrzErXq3TsKOY1gmdIShB,https://api.spotify.com/v1/tracks/7HrzErXq3TsKOY1gmdIShB,https://api.spotify.com/v1/audio-analysis/7HrzErXq3TsKOY1gmdIShB,301547,4
23,David Bowie,Heroes (Albumversie),0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,audio_features,7Jh1bpe76CNTCgdgAdBw4Z,spotify:track:7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/tracks/7Jh1bpe76CNTCgdgAdBw4Z,https://api.spotify.com/v1/audio-analysis/7Jh1bpe76CNTCgdgAdBw4Z,371413,4
24,Pink Floyd,Shine On You Crazy Diamond (Pts. 1-5),0.264,0.294,7,-11.941,0,0.028,0.772,0.686,0.107,0.0402,137.937,audio_features,6pnwfWyaWjQiHCKTiZLItr,spotify:track:6pnwfWyaWjQiHCKTiZLItr,https://api.spotify.com/v1/tracks/6pnwfWyaWjQiHCKTiZLItr,https://api.spotify.com/v1/audio-analysis/6pnwfWyaWjQiHCKTiZLItr,811077,3
25,Metallica,One (Albumversie),0.438,0.687,7,-9.15,1,0.0619,0.000668,0.0801,0.42,0.426,103.01,audio_features,3sRZqCxbnwiKKPe57WoT6S,spotify:track:3sRZqCxbnwiKKPe57WoT6S,https://api.spotify.com/v1/tracks/3sRZqCxbnwiKKPe57WoT6S,https://api.spotify.com/v1/audio-analysis/3sRZqCxbnwiKKPe57WoT6S,446146,3
26,Dire Straits,Telegraph Road (Albumversie),0.489,0.694,5,-9.586,0,0.246,0.156,0.0289,0.145,0.579,130.021,audio_features,3hyyG3Rm7DdmDwG2ZHfxFR,spotify:track:3hyyG3Rm7DdmDwG2ZHfxFR,https://api.spotify.com/v1/tracks/3hyyG3Rm7DdmDwG2ZHfxFR,https://api.spotify.com/v1/audio-analysis/3hyyG3Rm7DdmDwG2ZHfxFR,210673,4
27,AC/DC,Thunderstruck,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,audio_features,57bgtoPSgt236HzfBOd8kj,spotify:track:57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,292880,4
28,Meat Loaf,Paradise By The Dashboard Light (Albumversie),0.326,0.872,2,-7.602,1,0.122,0.214,0.0,0.461,0.492,173.381,audio_features,2g7gviEeJr6pyxO7G35EWQ,spotify:track:2g7gviEeJr6pyxO7G35EWQ,https://api.spotify.com/v1/tracks/2g7gviEeJr6pyxO7G35EWQ,https://api.spotify.com/v1/audio-analysis/2g7gviEeJr6pyxO7G35EWQ,508333,4
29,The Cure,A Forest,0.633,0.62,0,-11.271,1,0.0648,0.34,0.605,0.0977,0.421,81.117,audio_features,3O4TPMOgChXOerSdB5WENH,spotify:track:3O4TPMOgChXOerSdB5WENH,https://api.spotify.com/v1/tracks/3O4TPMOgChXOerSdB5WENH,https://api.spotify.com/v1/audio-analysis/3O4TPMOgChXOerSdB5WENH,354933,4
30,Racoon,Oceaan,0.413,0.321,9,-8.083,1,0.0407,0.862,0.0,0.112,0.197,88.206,audio_features,14rrJ4fhTTcFPgmCCtBoku,spotify:track:14rrJ4fhTTcFPgmCCtBoku,https://api.spotify.com/v1/tracks/14rrJ4fhTTcFPgmCCtBoku,https://api.spotify.com/v1/audio-analysis/14rrJ4fhTTcFPgmCCtBoku,162604,1
31,Metallica,Master Of Puppets,0.539,0.828,4,-9.108,0,0.035,0.00067,0.421,0.154,0.562,105.25,audio_features,54bm2e3tk8cliUz3VSdCPZ,spotify:track:54bm2e3tk8cliUz3VSdCPZ,https://api.spotify.com/v1/tracks/54bm2e3tk8cliUz3VSdCPZ,https://api.spotify.com/v1/audio-analysis/54bm2e3tk8cliUz3VSdCPZ,515387,4
32,John Lennon,Imagine,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,audio_features,7pKfPomDEeI4TPT6EOYjn9,spotify:track:7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/tracks/7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/audio-analysis/7pKfPomDEeI4TPT6EOYjn9,187867,4
33,Rage Against The Machine,Killing In The Name,0.466,0.833,7,-4.215,1,0.304,0.0266,0.0,0.0327,0.661,88.785,audio_features,59WN2psjkt1tyaxjspN8fp,spotify:track:59WN2psjkt1tyaxjspN8fp,https://api.spotify.com/v1/tracks/59WN2psjkt1tyaxjspN8fp,https://api.spotify.com/v1/audio-analysis/59WN2psjkt1tyaxjspN8fp,313573,4
34,Nirvana,Smells Like Teen Spirit,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,5ghIJDpPoe3CfHMGu71E6T,spotify:track:5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,301920,4
35,Pearl Jam,Just Breathe,0.473,0.348,0,-11.1,1,0.0288,0.721,7.42e-05,0.0823,0.283,107.819,audio_features,6i81qFkru6Kj1IEsB7KNp2,spotify:track:6i81qFkru6Kj1IEsB7KNp2,https://api.spotify.com/v1/tracks/6i81qFkru6Kj1IEsB7KNp2,https://api.spotify.com/v1/audio-analysis/6i81qFkru6Kj1IEsB7KNp2,215853,4
36,Simon & Garfunkel,The Sound Of Silence,0.525,0.216,6,-13.551,1,0.0301,0.837,0.0,0.107,0.328,106.761,audio_features,5y788ya4NvwhBznoDIcXwK,spotify:track:5y788ya4NvwhBznoDIcXwK,https://api.spotify.com/v1/tracks/5y788ya4NvwhBznoDIcXwK,https://api.spotify.com/v1/audio-analysis/5y788ya4NvwhBznoDIcXwK,185413,4
37,ABBA,Dancing Queen,0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,audio_features,0GjEhVFGZW8afUYGChu3Rr,spotify:track:0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/audio-analysis/0GjEhVFGZW8afUYGChu3Rr,230400,4
38,Fleetwood Mac,Go Your Own Way,0.597,0.812,5,-12.062,1,0.0315,0.0219,0.00106,0.102,0.823,135.68,audio_features,15rjQH7nTcTomKwfVMd4xl,spotify:track:15rjQH7nTcTomKwfVMd4xl,https://api.spotify.com/v1/tracks/15rjQH7nTcTomKwfVMd4xl,https://api.spotify.com/v1/audio-analysis/15rjQH7nTcTomKwfVMd4xl,218400,4
39,Guns N' Roses,Sweet Child O' Mine (Albumversie),0.566,0.538,6,-5.729,1,0.0346,0.406,0.000497,0.979,0.315,121.154,audio_features,1Qq7Tq8zZHuelGv9LQE2Yy,spotify:track:1Qq7Tq8zZHuelGv9LQE2Yy,https://api.spotify.com/v1/tracks/1Qq7Tq8zZHuelGv9LQE2Yy,https://api.spotify.com/v1/audio-analysis/1Qq7Tq8zZHuelGv9LQE2Yy,396968,4
40,Klein Orkest,Over De Muur,0.494,0.717,0,-6.668,1,0.0437,0.561,0.000573,0.722,0.212,97.85,audio_features,2jV28FCpmVQNbgcC5a5D7A,spotify:track:2jV28FCpmVQNbgcC5a5D7A,https://api.spotify.com/v1/tracks/2jV28FCpmVQNbgcC5a5D7A,https://api.spotify.com/v1/audio-analysis/2jV28FCpmVQNbgcC5a5D7A,212147,4
41,Procol Harum,A Whiter Shade Of Pale,0.59,0.13,0,-13.546,1,0.0545,0.93,0.74,0.121,0.528,77.713,audio_features,1s827ACQmF5fPdZeNqVeKA,spotify:track:1s827ACQmF5fPdZeNqVeKA,https://api.spotify.com/v1/tracks/1s827ACQmF5fPdZeNqVeKA,https://api.spotify.com/v1/audio-analysis/1s827ACQmF5fPdZeNqVeKA,252973,4
42,Lady Gaga & Bradley Cooper,Shallow,0.572,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.323,95.799,audio_features,2VxeLyX666F8uXCJ0dZF8B,spotify:track:2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,215733,4
43,Linkin Park,In The End,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,audio_features,60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,216880,4
44,Fleetwood Mac,The Chain,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,audio_features,5e9TFTbltYBg2xThimr0rU,spotify:track:5e9TFTbltYBg2xThimr0rU,https://api.spotify.com/v1/tracks/5e9TFTbltYBg2xThimr0rU,https://api.spotify.com/v1/audio-analysis/5e9TFTbltYBg2xThimr0rU,270213,4
45,Michael Kiwanuka,Cold Little Heart (Albumversie),0.629,0.58,7,-6.208,0,0.0278,0.357,0.000353,0.436,0.655,110.264,audio_features,7KX65PC1UZuImsUInThbav,spotify:track:7KX65PC1UZuImsUInThbav,https://api.spotify.com/v1/tracks/7KX65PC1UZuImsUInThbav,https://api.spotify.com/v1/audio-analysis/7KX65PC1UZuImsUInThbav,210300,4
46,George Michael & Queen,Somebody To Love (Live),0.438,0.893,7,-5.214,1,0.0473,0.117,3.15e-06,0.987,0.416,110.234,audio_features,0c6gaX6Av1GfiXXqfq9Jox,spotify:track:0c6gaX6Av1GfiXXqfq9Jox,https://api.spotify.com/v1/tracks/0c6gaX6Av1GfiXXqfq9Jox,https://api.spotify.com/v1/audio-analysis/0c6gaX6Av1GfiXXqfq9Jox,307173,4
47,Queen,Innuendo,0.209,0.731,1,-5.751,1,0.0665,0.185,0.00484,0.296,0.172,74.168,audio_features,2OuImA1gcBXJVMrVH9Kn9p,spotify:track:2OuImA1gcBXJVMrVH9Kn9p,https://api.spotify.com/v1/tracks/2OuImA1gcBXJVMrVH9Kn9p,https://api.spotify.com/v1/audio-analysis/2OuImA1gcBXJVMrVH9Kn9p,393027,4
48,Metallica,Enter Sandman,0.566,0.834,6,-8.412,0,0.0298,0.00277,0.008,0.0625,0.621,123.296,audio_features,3VqHuw0wFlIHcIPWkhIbdQ,spotify:track:3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/tracks/3VqHuw0wFlIHcIPWkhIbdQ,https://api.spotify.com/v1/audio-analysis/3VqHuw0wFlIHcIPWkhIbdQ,331560,4
49,Radiohead,Creep,0.515,0.43,7,-9.935,1,0.0372,0.0097,0.000133,0.129,0.104,91.844,audio_features,70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,238640,4
50,Miss Montreal,Door De Wind,0.579,0.0945,3,-18.377,1,0.0396,0.705,4.27e-06,0.0817,0.353,123.994,audio_features,3h7NZT1CATbn4GqUs51vwf,spotify:track:3h7NZT1CATbn4GqUs51vwf,https://api.spotify.com/v1/tracks/3h7NZT1CATbn4GqUs51vwf,https://api.spotify.com/v1/audio-analysis/3h7NZT1CATbn4GqUs51vwf,170277,4
51,Phil Collins,In The Air Tonight (Albumversie),0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,audio_features,18AXbzPzBS8Y3AkgSxzJPb,spotify:track:18AXbzPzBS8Y3AkgSxzJPb,https://api.spotify.com/v1/tracks/18AXbzPzBS8Y3AkgSxzJPb,https://api.spotify.com/v1/audio-analysis/18AXbzPzBS8Y3AkgSxzJPb,336453,4
52,Eminem,Lose Yourself,0.694,0.745,2,-4.411,1,0.261,0.00545,1.8e-05,0.365,0.0587,171.376,audio_features,2jvHb9SHJDi8Ugky7tUzUb,spotify:track:2jvHb9SHJDi8Ugky7tUzUb,https://api.spotify.com/v1/tracks/2jvHb9SHJDi8Ugky7tUzUb,https://api.spotify.com/v1/audio-analysis/2jvHb9SHJDi8Ugky7tUzUb,320573,4
53,Johnny Cash,Hurt,0.534,0.392,9,-7.636,0,0.0267,0.649,0.000227,0.0948,0.163,90.379,audio_features,28cnXtME493VX9NOw9cIUh,spotify:track:28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/tracks/28cnXtME493VX9NOw9cIUh,https://api.spotify.com/v1/audio-analysis/28cnXtME493VX9NOw9cIUh,216533,4
54,Wim Sonneveld,Het Dorp,0.356,0.432,7,-14.867,1,0.0804,0.828,0.0098,0.671,0.468,112.533,audio_features,4HWOyz21zZDbHe3mMukrFJ,spotify:track:4HWOyz21zZDbHe3mMukrFJ,https://api.spotify.com/v1/tracks/4HWOyz21zZDbHe3mMukrFJ,https://api.spotify.com/v1/audio-analysis/4HWOyz21zZDbHe3mMukrFJ,198267,4
55,Coldplay,Yellow,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,audio_features,3AJwUDP919kvQ9QcozQPxg,spotify:track:3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,266773,4
56,Supertramp,School,0.366,0.468,4,-14.514,0,0.0826,0.537,0.0283,0.0664,0.0506,90.281,audio_features,6fnachl7fIn5dqIjakfJ57,spotify:track:6fnachl7fIn5dqIjakfJ57,https://api.spotify.com/v1/tracks/6fnachl7fIn5dqIjakfJ57,https://api.spotify.com/v1/audio-analysis/6fnachl7fIn5dqIjakfJ57,335286,4
57,Nothing But Thieves,Impossible (Orchestral Version Live at Abbey Road),0.383,0.647,5,-6.186,1,0.0365,0.0593,5.31e-06,0.0987,0.112,82.963,audio_features,2KVMuEgVOyOkxxx0xEFNMS,spotify:track:2KVMuEgVOyOkxxx0xEFNMS,https://api.spotify.com/v1/tracks/2KVMuEgVOyOkxxx0xEFNMS,https://api.spotify.com/v1/audio-analysis/2KVMuEgVOyOkxxx0xEFNMS,250185,4
58,Robbie Williams,Angels,0.429,0.594,4,-6.251,1,0.0277,0.156,4.95e-06,0.1,0.236,150.22,audio_features,1M2nd8jNUkkwrc1dgBPTJz,spotify:track:1M2nd8jNUkkwrc1dgBPTJz,https://api.spotify.com/v1/tracks/1M2nd8jNUkkwrc1dgBPTJz,https://api.spotify.com/v1/audio-analysis/1M2nd8jNUkkwrc1dgBPTJz,265000,4
59,The Beach Boys,God Only Knows,0.433,0.469,6,-9.853,0,0.032,0.156,0.0,0.0479,0.334,115.876,audio_features,1Umw3vhysHBodpBFpFsVgK,spotify:track:1Umw3vhysHBodpBFpFsVgK,https://api.spotify.com/v1/tracks/1Umw3vhysHBodpBFpFsVgK,https://api.spotify.com/v1/audio-analysis/1Umw3vhysHBodpBFpFsVgK,175787,4
60,Coldplay,The Scientist (Albumversie),0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,audio_features,75JFxkI2RXiU7L9VXzMkle,spotify:track:75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/tracks/75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/audio-analysis/75JFxkI2RXiU7L9VXzMkle,309600,4
61,Queen & David Bowie,Under Pressure,0.671,0.711,2,-7.813,1,0.0478,0.422,0.0,0.104,0.466,113.809,audio_features,11IzgLRXV7Cgek3tEgGgjw,spotify:track:11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/tracks/11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/audio-analysis/11IzgLRXV7Cgek3tEgGgjw,248440,4
62,U2,With Or Without You,0.54,0.429,2,-11.822,1,0.0285,0.000202,0.355,0.141,0.113,110.171,audio_features,6ADSaE87h8Y3lccZlBJdXH,spotify:track:6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/tracks/6ADSaE87h8Y3lccZlBJdXH,https://api.spotify.com/v1/audio-analysis/6ADSaE87h8Y3lccZlBJdXH,295516,4
63,Paolo Nutini,Iron Sky (Albumversie),0.387,0.626,1,-7.134,0,0.0344,0.242,0.0012,0.11,0.316,139.724,audio_features,5EpP1lwkAnOAKbfAHUNJkI,spotify:track:5EpP1lwkAnOAKbfAHUNJkI,https://api.spotify.com/v1/tracks/5EpP1lwkAnOAKbfAHUNJkI,https://api.spotify.com/v1/audio-analysis/5EpP1lwkAnOAKbfAHUNJkI,373133,4
64,The Rolling Stones,Paint It Black,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,audio_features,63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,202267,4
65,Stef Bos,Papa,0.744,0.322,0,-13.004,1,0.0337,0.718,1.62e-06,0.0841,0.294,119.941,audio_features,6NP6BCW2M2I4vdcnXMAvjl,spotify:track:6NP6BCW2M2I4vdcnXMAvjl,https://api.spotify.com/v1/tracks/6NP6BCW2M2I4vdcnXMAvjl,https://api.spotify.com/v1/audio-analysis/6NP6BCW2M2I4vdcnXMAvjl,193093,4
66,Tom Odell,Another Love,0.445,0.537,4,-8.532,0,0.04,0.695,1.6e-05,0.0941,0.131,122.764,audio_features,7otCGmgp9h4CsR2LhwB6gt,spotify:track:7otCGmgp9h4CsR2LhwB6gt,https://api.spotify.com/v1/tracks/7otCGmgp9h4CsR2LhwB6gt,https://api.spotify.com/v1/audio-analysis/7otCGmgp9h4CsR2LhwB6gt,244360,4
67,Coldplay & Avicii,A Sky Full Of Stars,0.572,0.886,6,-7.311,1,0.0482,0.000353,0.931,0.23,0.394,128.004,audio_features,6uLP2COzDaJofBAa7drfMc,spotify:track:6uLP2COzDaJofBAa7drfMc,https://api.spotify.com/v1/tracks/6uLP2COzDaJofBAa7drfMc,https://api.spotify.com/v1/audio-analysis/6uLP2COzDaJofBAa7drfMc,244715,4
